Code,Tile,Author,URL,Year
ENG_24,Aesop's Fables: Translated by George Fyler Townsend,Aesop,https://www.gutenberg.org/ebooks/21,1991
BIO_14,"The Story of My Life: With her letters (1887-1901) and a supplementary account of her education, including passages from the reports and letters of her teacher, Anne Mansfield Sullivan, by John Albert Macy","Keller, Helen",https://www.gutenberg.org/ebooks/2397,2000
FIC_150,The Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness",https://www.gutenberg.org/ebooks/60,2006
ENG_25,The Poems and Prose Poems of Charles Baudelaire: with an Introductory Preface by James Huneker,"Baudelaire, Charles",https://www.gutenberg.org/ebooks/36287,2011
POE_16,The Rime of the Ancient Mariner,"Coleridge, Samuel Taylor",https://www.gutenberg.org/ebooks/151,2006
HIS_6,The Frontier in American History,"Turner, Frederick Jackson",https://www.gutenberg.org/ebooks/22994,2007
FIC_151,Moby Dick,"Melville, Herman",https://www.gutenberg.org/ebooks/15,1991
FIC_152,Buddenbrooks: Verfall einer Familie,"Mann, Thomas",https://www.gutenberg.org/ebooks/34811,2011
FIC_153,A Little Journey,"Bradbury, Ray",https://www.gutenberg.org/ebooks/51171,2016
FIC_154,Vanity Fair,"Thackeray, William Makepeace",https://www.gutenberg.org/ebooks/599,1996
BIO_15,Autobiography of a Yogi,"Yogananda, Paramahansa",https://www.gutenberg.org/ebooks/7452,2005
FIC_8,The Works of Edgar Allan Poe — Volume 3,"Poe, Edgar Allan",https://www.gutenberg.org/ebooks/2149,2008
FIC_155,Daisy Miller: A Study,"James, Henry",https://www.gutenberg.org/ebooks/208,2008
FIC_156,Peter and Wendy,"Barrie, J. M. (James Matthew)",https://www.gutenberg.org/ebooks/26654,2008
BIO_16,"Personal Memoirs of U. S. Grant, Complete","Grant, Ulysses S. (Ulysses Simpson)",https://www.gutenberg.org/ebooks/4367,2006
BIB_3,"The Black Man, the Father of Civilization, Proven by Biblical History","Webb, James Morris",https://www.gutenberg.org/ebooks/39509,2012
BIO_17,Confessions of an English Opium-Eater,"De Quincey, Thomas",https://www.gutenberg.org/ebooks/2040,2005
PHI_11,The Antichrist,"Nietzsche, Friedrich Wilhelm",https://www.gutenberg.org/ebooks/19322,2006
FIC_157,The Phantom of the Opera,"Leroux, Gaston",https://www.gutenberg.org/ebooks/175,2008
PHI_12,The Varieties of Religious Experience: A Study in Human Nature,"James, William",https://www.gutenberg.org/ebooks/621,2014
FIC_158,She,"Haggard, H. Rider (Henry Rider)",https://www.gutenberg.org/ebooks/3155,2006
ENG_26,1811 Dictionary of the Vulgar Tongue,"Grose, Francis",https://www.gutenberg.org/ebooks/5402,2004
POE_17,Poems,"Eliot, T. S. (Thomas Stearns)",https://www.gutenberg.org/ebooks/1567,1998
HIS_7,"The Wars of the Jews; Or, The History of the Destruction of Jerusalem","Josephus, Flavius",https://www.gutenberg.org/ebooks/2850,2009
BIO_2,"The Origin of Species by Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life, 6th Edition","Darwin, Charles",https://www.gutenberg.org/ebooks/2009,1999
DRA_22,The Tempest: The Works of William Shakespeare [Cambridge Edition] [9 vols.],"Shakespeare, William",https://www.gutenberg.org/ebooks/23042,2007
POE_18,On the Nature of Things,"Lucretius Carus, Titus",https://www.gutenberg.org/ebooks/785,1997
FIC_159,Pride and Prejudice,"Austen, Jane",https://www.gutenberg.org/ebooks/42671,2013
DRA_23,Medea of Euripides,Euripides,https://www.gutenberg.org/ebooks/35451,2011
DRA_24,"Volpone; Or, The Fox","Jonson, Ben",https://www.gutenberg.org/ebooks/4039,2003
BIO_18,"The life of Midhat Pasha; a record of his services, political reforms, banishment, and judicial murder",Ali Haydar Mithat,https://www.gutenberg.org/ebooks/51243,2016
DRA_25,Othello,"Shakespeare, William",https://www.gutenberg.org/ebooks/2267,1622
FIC_160,"The Mantle, and Other Stories","Gogol, Nikolai Vasilevich",https://www.gutenberg.org/ebooks/36238,2011
SCI_9,Gorgias,Plato,https://www.gutenberg.org/ebooks/1672,1999
DRA_26,The Playboy of the Western World: A Comedy in Three Acts,"Synge, J. M. (John Millington)",https://www.gutenberg.org/ebooks/1240,1998
PHI_13,Phaedo,Plato,https://www.gutenberg.org/ebooks/1658,1999
FIC_161,Der Tod in Venedig,"Mann, Thomas",https://www.gutenberg.org/ebooks/12108,2004
FIC_162,Our Mutual Friend,"Dickens, Charles",https://www.gutenberg.org/ebooks/883,2006
HAN_2,"Boy Scouts Handbook: The First Edition, 1911",Boy Scouts of America,https://www.gutenberg.org/ebooks/29558,2009
FIC_9,The Great God Pan,"Machen, Arthur",https://www.gutenberg.org/ebooks/389,1996
SCI_10,The Writings of Thomas Paine — Volume 4 (1794-1796): The Age of Reason,"Paine, Thomas",https://www.gutenberg.org/ebooks/3743,2003
SCI_11,"The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)","Burke, Edmund",https://www.gutenberg.org/ebooks/15043,2005
FIC_163,The Man Who Was Thursday: A Nightmare,"Chesterton, G. K. (Gilbert Keith)",https://www.gutenberg.org/ebooks/1695,1999
DRA_27,A Woman of No Importance,"Wilde, Oscar",https://www.gutenberg.org/ebooks/854,2014
HIS_8,The History of Herodotus — Volume 1,Herodotus,https://www.gutenberg.org/ebooks/2707,2001
DRA_28,Arms and the Man,"Shaw, Bernard",https://www.gutenberg.org/ebooks/3618,2003
SCI_12,The Republic,Plato,https://www.gutenberg.org/ebooks/150,2008
ENG_27,"Plays by Anton Chekhov, Second Series","Chekhov, Anton Pavlovich",https://www.gutenberg.org/ebooks/7986,2005
DRA_29,The Duchess of Malfi,"Webster, John",https://www.gutenberg.org/ebooks/2232,2000
FIC_10,The Eyes Have It,"Dick, Philip K.",https://www.gutenberg.org/ebooks/31516,2010
FIC_164,King Solomon's Mines,"Haggard, H. Rider (Henry Rider)",https://www.gutenberg.org/ebooks/2166,2005
FAN_6,Beyond the Door,"Dick, Philip K.",https://www.gutenberg.org/ebooks/28644,2009
FIC_165,"What Men Live By, and Other Tales","Tolstoy, Leo, graf",https://www.gutenberg.org/ebooks/6157,2004
FIC_166,Der Struwwelpeter: oder lustige Geschichten und drollige Bilder,"Hoffmann, Heinrich",https://www.gutenberg.org/ebooks/24571,2008
FIC_167,The Possessed (The Devils),"Dostoyevsky, Fyodor",https://www.gutenberg.org/ebooks/8117,2005
FIC_168,The Secret Garden,"Burnett, Frances Hodgson",https://www.gutenberg.org/ebooks/17396,2005
HIS_9,"The Journals of Lewis and Clark, 1804-1806","Clark, William",https://www.gutenberg.org/ebooks/8419,2005
FIC_169,The Iron Heel,"London, Jack",https://www.gutenberg.org/ebooks/1164,2006
FIC_170,A Journal of the Plague Year: Written by a Citizen Who Continued All the While in London,"Defoe, Daniel",https://www.gutenberg.org/ebooks/376,2006
PHI_14,"Bushido, the Soul of Japan","Nitobe, Inazo",https://www.gutenberg.org/ebooks/12096,2004
FIC_171,Anne of the Island,"Montgomery, L. M. (Lucy Maud)",https://www.gutenberg.org/ebooks/51,2006
FIC_172,Villette,"Bronte, Charlotte",https://www.gutenberg.org/ebooks/9182,2005
ENG_28,The Poetical Works of William Wordsworth — Volume 3,"Wordsworth, William",https://www.gutenberg.org/ebooks/12383,2004
FIC_173,The Mysterious Island,"Verne, Jules",https://www.gutenberg.org/ebooks/1268,1998
FIC_174,The Canterville Ghost,"Wilde, Oscar",https://www.gutenberg.org/ebooks/14522,2004
FIC_175,The Man in the Iron Mask,"Dumas, Alexandre",https://www.gutenberg.org/ebooks/2759,2001
POE_19,Poems and Songs of Robert Burns,"Burns, Robert",https://www.gutenberg.org/ebooks/1279,2005
FIC_176,The Gilded Age: A Tale of Today,"Twain, Mark",https://www.gutenberg.org/ebooks/3178,1873
FIC_177,The House of the Seven Gables,"Hawthorne, Nathaniel",https://www.gutenberg.org/ebooks/77,2008
FIC_178,"Life in the Iron-Mills; Or, The Korl Woman","Davis, Rebecca Harding",https://www.gutenberg.org/ebooks/876,1997
FIC_179,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud)",https://www.gutenberg.org/ebooks/47,2006
FIC_180,The Monk: A Romance,"Lewis, M. G. (Matthew Gregory)",https://www.gutenberg.org/ebooks/601,1996
HIS_10,"Historia de Venezuela, Tomo I","Aguado, Pedro de, active 16th century",https://www.gutenberg.org/ebooks/39947,2012
PHI_15,Also sprach Zarathustra: Ein Buch für Alle und Keinen,"Nietzsche, Friedrich Wilhelm",https://www.gutenberg.org/ebooks/7205,2005
HIS_11,The Red Record: Tabulated Statistics and Alleged Causes of Lynching in the United States,"Wells-Barnett, Ida B.",https://www.gutenberg.org/ebooks/14977,2005
PHI_16,The Elementary Forms of the Religious Life,"Durkheim, Emile",https://www.gutenberg.org/ebooks/41360,2012
FIC_11,The Works of Edgar Allan Poe — Volume 5,"Poe, Edgar Allan",https://www.gutenberg.org/ebooks/2151,2008
POE_20,Paradise Lost,"Milton, John",https://www.gutenberg.org/ebooks/26,1992
FIC_181,The Grand Inquisitor,"Dostoyevsky, Fyodor",https://www.gutenberg.org/ebooks/8578,2005
BIO_19,My Life and Work,"Ford, Henry",https://www.gutenberg.org/ebooks/7213,2005
FIC_182,Siddhartha: eine indische Dichtung,"Hesse, Hermann",https://www.gutenberg.org/ebooks/2499,2001
FIC_183,The Portrait of a Lady — Volume 1,"James, Henry",https://www.gutenberg.org/ebooks/2833,2001
FIC_184,Lord of the World,"Benson, Robert Hugh",https://www.gutenberg.org/ebooks/14021,2004
PHI_17,Nature,"Emerson, Ralph Waldo",https://www.gutenberg.org/ebooks/29433,2009
PHI_18,Fundamental Principles of the Metaphysic of Morals,"Kant, Immanuel",https://www.gutenberg.org/ebooks/5682,2004
FIC_185,The Shunned House,"Lovecraft, H. P. (Howard Phillips)",https://www.gutenberg.org/ebooks/31469,2010
BIO_20,Up from Slavery: An Autobiography,"Washington, Booker T.",https://www.gutenberg.org/ebooks/2376,2000
BIO_21,"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete","Casanova, Giacomo",https://www.gutenberg.org/ebooks/2981,2006
FIC_186,A Tramp Abroad,"Twain, Mark",https://www.gutenberg.org/ebooks/119,2004
ENG_29,Letters of Pliny,"Pliny, the Younger",https://www.gutenberg.org/ebooks/2811,2001
ENG_30,Erotica Romana,"Goethe, Johann Wolfgang von",https://www.gutenberg.org/ebooks/7889,2005
FIC_187,"History of Tom Jones, a Foundling","Fielding, Henry",https://www.gutenberg.org/ebooks/6593,2004
FIC_188,Little Dorrit,"Dickens, Charles",https://www.gutenberg.org/ebooks/963,1997
FIC_189,The Railway Children,"Nesbit, E. (Edith)",https://www.gutenberg.org/ebooks/1874,1999
FIC_190,The Beast in the Jungle,"James, Henry",https://www.gutenberg.org/ebooks/1093,2005
BIO_22,The Autobiography of Benjamin Franklin,"Franklin, Benjamin",https://www.gutenberg.org/ebooks/148,2008
SCI_13,Politics: A Treatise on Government,Aristotle,https://www.gutenberg.org/ebooks/6762,2004
FIC_12,Little Black Sambo,"Bannerman, Helen",https://www.gutenberg.org/ebooks/17824,2006
POE_21,"The Metamorphoses of Ovid, Books I-VII",Ovid,https://www.gutenberg.org/ebooks/21765,2007
FIC_191,The Man That Corrupted Hadleyburg,"Twain, Mark",https://www.gutenberg.org/ebooks/1213,2005
HIS_12,The Anglo-Saxon Chronicle,Unknown,https://www.gutenberg.org/ebooks/657,1996
HIS_13,The Travels of Marco Polo — Volume 1,Rustichello of Pisa,https://www.gutenberg.org/ebooks/10636,2004
FIC_192,Herland,"Gilman, Charlotte Perkins",https://www.gutenberg.org/ebooks/32,1992
AFR_2,Darkwater: Voices from Within the Veil,"Du Bois, W. E. B. (William Edward Burghardt)",https://www.gutenberg.org/ebooks/15210,2005
ENG_31,Poems Every Child Should Know: The What-Every-Child-Should-Know-Library,Unknown,https://www.gutenberg.org/ebooks/16436,2005
HIS_14,"The History of the Highland Clearances: Second Edition, Altered and Revised","Mackenzie, Alexander",https://www.gutenberg.org/ebooks/51271,2016
POE_22,"The Rámáyan of Válmíki, translated into English verse",Valmiki,https://www.gutenberg.org/ebooks/24869,2008
FIC_193,Father Goriot,"Balzac, Honore de",https://www.gutenberg.org/ebooks/1237,1998
ART_3,Le Morte d'Arthur: Volume 2,"Malory, Thomas, Sir",https://www.gutenberg.org/ebooks/1252,1998
DRA_30,Lady Windermere's Fan,"Wilde, Oscar",https://www.gutenberg.org/ebooks/790,2014
ENG_32,Shakespeare's Sonnets,"Shakespeare, William",https://www.gutenberg.org/ebooks/1041,1997
BIO_23,"The Underground Railroad: A Record of Facts, Authentic Narratives, Letters, &c., Narrating the Hardships, Hair-Breadth Escapes and Death Struggles of the Slaves in Their Efforts for Freedom, As Related by Themselves and Others, or Witnessed by the Author.","Still, William",https://www.gutenberg.org/ebooks/15263,2005
FIC_194,Nicholas Nickleby,"Dickens, Charles",https://www.gutenberg.org/ebooks/967,2006
FIC_195,Jude the Obscure,"Hardy, Thomas",https://www.gutenberg.org/ebooks/153,1994
FIC_196,Daddy-Long-Legs,"Webster, Jean",https://www.gutenberg.org/ebooks/157,2008
FIC_197,The Tenant of Wildfell Hall,"Bronte, Anne",https://www.gutenberg.org/ebooks/969,2010
ENG_33,"Fifteen Thousand Useful Phrases: A Practical Handbook Of Pertinent Expressions, Striking Similes, Literary, Commercial, Conversational, And Oratorical Terms, For The Embellishment Of Speech And Literature, And The Improvement Of The Vocabulary Of Those Persons Who Read, Write, And Speak English","Kleiser, Grenville",https://www.gutenberg.org/ebooks/18362,2006
FIC_198,The Man Who Would Be King,"Kipling, Rudyard",https://www.gutenberg.org/ebooks/8147,2005
DRA_31,The Tragedy of Macbeth,"Shakespeare, William",https://www.gutenberg.org/ebooks/1129,1623
BIO_24,"Boswell's Life of Johnson: Abridged and edited, with an introduction by Charles Grosvenor Osgood","Boswell, James",https://www.gutenberg.org/ebooks/1564,2006
ENG_34,Sonnets from the Portuguese,"Browning, Elizabeth Barrett",https://www.gutenberg.org/ebooks/2002,2004
PHI_19,Essays of Schopenhauer,"Schopenhauer, Arthur",https://www.gutenberg.org/ebooks/11945,2004
DRA_32,A Midsummer Night's Dream,"Shakespeare, William",https://www.gutenberg.org/ebooks/2242,1600
DRA_33,The Tragedy of Julius Caesar,"Shakespeare, William",https://www.gutenberg.org/ebooks/1120,1623
BIO_25,Memoirs of Napoleon Bonaparte — Complete,"Bourrienne, Louis Antoine Fauvelet de",https://www.gutenberg.org/ebooks/3567,2006
ENG_35,Cautionary Tales for Children,"Belloc, Hilaire",https://www.gutenberg.org/ebooks/27424,2008
ENG_36,The Book of Household Management,"Beeton, Mrs. (Isabella Mary)",https://www.gutenberg.org/ebooks/10136,2003
FIC_13,The Story of Doctor Dolittle,"Lofting, Hugh",https://www.gutenberg.org/ebooks/501,1996
SCI_14,"Cicero's Tusculan Disputations: Also, Treatises On The Nature Of The Gods, And On The Commonwealth","Cicero, Marcus Tullius",https://www.gutenberg.org/ebooks/14988,2005
ART_4,Sir Gawayne and the Green Knight: An Alliterative Romance-Poem (c. 1360 A.D.),Unknown,https://www.gutenberg.org/ebooks/14568,2005
POE_23,The Ballad of the White Horse,"Chesterton, G. K. (Gilbert Keith)",https://www.gutenberg.org/ebooks/1719,1999
DRA_34,Phaedra,"Racine, Jean",https://www.gutenberg.org/ebooks/1977,1999
FIC_199,The Mill on the Floss,"Eliot, George",https://www.gutenberg.org/ebooks/6688,2004
FIC_200,Lord Jim,"Conrad, Joseph",https://www.gutenberg.org/ebooks/5658,2006
FIC_201,The Piazza Tales,"Melville, Herman",https://www.gutenberg.org/ebooks/15859,2005
FIC_202,A Christmas Carol,"Dickens, Charles",https://www.gutenberg.org/ebooks/19337,2006
POE_24,A Shropshire Lad,"Housman, A. E. (Alfred Edward)",https://www.gutenberg.org/ebooks/5720,2004
PHI_20,"The Will to Believe, and Other Essays in Popular Philosophy","James, William",https://www.gutenberg.org/ebooks/26659,2009
FIC_203,Love and Freindship [sic],"Austen, Jane",https://www.gutenberg.org/ebooks/1212,1998
DRA_35,Oedipus King of Thebes: Translated into English Rhyming Verse with Explanatory Notes,Sophocles,https://www.gutenberg.org/ebooks/27673,2008
MYT_2,Myths of the Norsemen: From the Eddas and Sagas,"Guerber, H. A. (Helene Adeline)",https://www.gutenberg.org/ebooks/28497,2009
MYT_3,The Golden Bough: A Study of Magic and Religion,"Frazer, James George",https://www.gutenberg.org/ebooks/3623,2003
DRA_36,Romeo and Juliet,"Shakespeare, William",https://www.gutenberg.org/ebooks/1513,1597
HUM_3,"The Man with Two Left Feet, and Other Stories","Wodehouse, P. G. (Pelham Grenville)",https://www.gutenberg.org/ebooks/7471,2005
FIC_204,Sense and Sensibility,"Austen, Jane",https://www.gutenberg.org/ebooks/21839,2007
ENG_37,Fairy Tales of Hans Christian Andersen,"Andersen, H. C. (Hans Christian)",https://www.gutenberg.org/ebooks/27200,2008
HIS_15,Illustrated History of Furniture: From the Earliest to the Present Time,"Litchfield, Frederick",https://www.gutenberg.org/ebooks/12254,2004
FIC_205,The Gods of Mars,"Burroughs, Edgar Rice",https://www.gutenberg.org/ebooks/64,2008
BIO_26,My Own Story,"Pankhurst, Emmeline",https://www.gutenberg.org/ebooks/34856,2011
DRA_37,Salomé: A Tragedy in One Act,"Wilde, Oscar",https://www.gutenberg.org/ebooks/42704,2013
FIC_206,His Last Bow: An Epilogue of Sherlock Holmes,"Doyle, Arthur Conan",https://www.gutenberg.org/ebooks/2350,2000
PHI_21,Mysticism and Logic and Other Essays,"Russell, Bertrand",https://www.gutenberg.org/ebooks/25447,2008
HIS_16,"The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2): Written by Himself Containing a True and Full Account of the Discovery and Conquest of Mexico and New Spain.","Diaz del Castillo, Bernal",https://www.gutenberg.org/ebooks/32474,2010
HIS_17,Anabasis,Xenophon,https://www.gutenberg.org/ebooks/1170,1998
MYT_4,"The Younger Edda; Also called Snorre's Edda, or The Prose Edda",Snorri Sturluson,https://www.gutenberg.org/ebooks/18947,2006
FIC_14,The Works of Edgar Allan Poe — Volume 4,"Poe, Edgar Allan",https://www.gutenberg.org/ebooks/2150,2008
FIC_207,The Mysteries of Udolpho,"Radcliffe, Ann Ward",https://www.gutenberg.org/ebooks/3268,2002
HIS_18,The Declaration of Independence of the United States of America,"Jefferson, Thomas",https://www.gutenberg.org/ebooks/1,1776
FIC_208,Anne's House of Dreams,"Montgomery, L. M. (Lucy Maud)",https://www.gutenberg.org/ebooks/544,1996
ART_5,The Romance of Tristan and Iseult,"Bedier, Joseph",https://www.gutenberg.org/ebooks/14244,2004
FIC_209,Lady Susan,"Austen, Jane",https://www.gutenberg.org/ebooks/946,1997
FIC_210,The Return of the Native,"Hardy, Thomas",https://www.gutenberg.org/ebooks/122,2006
ART_6,Idylls of the King,"Tennyson, Alfred Tennyson, Baron",https://www.gutenberg.org/ebooks/610,1996
POE_25,Beowulf,Unknown,https://www.gutenberg.org/ebooks/981,1997
ENG_38,"Tartuffe; Or, The Hypocrite",Moliere,https://www.gutenberg.org/ebooks/2027,2000
FIC_15,Beyond Lies the Wub,"Dick, Philip K.",https://www.gutenberg.org/ebooks/28554,2009
HIS_19,A Text-Book of the History of Painting,"Van Dyke, John Charles",https://www.gutenberg.org/ebooks/18900,2006
FIC_211,Tales of the Jazz Age,"Fitzgerald, F. Scott (Francis Scott)",https://www.gutenberg.org/ebooks/6695,2004
FIC_212,Lady Audley's Secret,"Braddon, M. E. (Mary Elizabeth)",https://www.gutenberg.org/ebooks/8954,2005
FIC_213,Far from the Madding Crowd,"Hardy, Thomas",https://www.gutenberg.org/ebooks/107,1994
DRA_38,The Tragedy of King Lear,"Shakespeare, William",https://www.gutenberg.org/ebooks/1128,1608
MYT_5,Myths of Babylonia and Assyria,"Mackenzie, Donald A. (Donald Alexander)",https://www.gutenberg.org/ebooks/16653,2005
FIC_214,Dead Souls,"Gogol, Nikolai Vasilevich",https://www.gutenberg.org/ebooks/1081,1997
FIC_215,Doctor Thorne,"Trollope, Anthony",https://www.gutenberg.org/ebooks/3166,2002
FIC_216,The Return of Sherlock Holmes,"Doyle, Arthur Conan",https://www.gutenberg.org/ebooks/221,2008
FIC_217,Dombey and Son,"Dickens, Charles",https://www.gutenberg.org/ebooks/821,1997
HIS_20,"History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery","King, L. W. (Leonard William)",https://www.gutenberg.org/ebooks/17321,2005
PHI_22,"The Tao Teh King, or the Tao and its Characteristics",Laozi,https://www.gutenberg.org/ebooks/216,1995
FAN_7,Alice's Abenteuer im Wunderland,"Carroll, Lewis",https://www.gutenberg.org/ebooks/19778,2007
FIC_218,The Variable Man,"Dick, Philip K.",https://www.gutenberg.org/ebooks/32154,2010
FIC_219,Warlord of Mars,"Burroughs, Edgar Rice",https://www.gutenberg.org/ebooks/68,1993
ENG_39,English Synonyms and Antonyms: With Notes on the Correct Use of Prepositions,"Fernald, James Champlin",https://www.gutenberg.org/ebooks/28900,2009
FIC_16,The Big Trip Up Yonder,"Vonnegut, Kurt",https://www.gutenberg.org/ebooks/30240,2009
FIC_220,"The Life and Amours of the Beautiful, Gay and Dashing Kate Percival: The Belle of the Delaware","Percival, Kate",https://www.gutenberg.org/ebooks/29827,2009
CLA_2,Meno,Plato,https://www.gutenberg.org/ebooks/1643,1999
PHI_23,Laughter: An Essay on the Meaning of the Comic,"Bergson, Henri",https://www.gutenberg.org/ebooks/4352,2003
HIS_21,"The History of Rome, Books 01 to 08",Livy,https://www.gutenberg.org/ebooks/19725,2006
FIC_221,"Looking Backward, 2000 to 1887","Bellamy, Edward",https://www.gutenberg.org/ebooks/624,1996
ENG_40,The Art Of Writing & Speaking The English Language: Word-Study and Composition & Rhetoric,"Cody, Sherwin",https://www.gutenberg.org/ebooks/19719,2006
FIC_222,Heidi: (Gift Edition),"Spyri, Johanna",https://www.gutenberg.org/ebooks/20781,2007
FIC_223,The Fortunes and Misfortunes of the Famous Moll Flanders,"Defoe, Daniel",https://www.gutenberg.org/ebooks/370,2008
DRA_39,The School for Scandal,"Sheridan, Richard Brinsley",https://www.gutenberg.org/ebooks/1929,1999
ART_7,Four Arthurian Romances,"Chretien, de Troyes, active 12th century",https://www.gutenberg.org/ebooks/831,1997
FIC_224,Twice Told Tales,"Hawthorne, Nathaniel",https://www.gutenberg.org/ebooks/13707,2004
BIO_27,"Slave Narratives: A Folk History of Slavery in the United States From Interviews with Former Slaves: Volume I, Alabama Narratives",United States. Work Projects Administration,https://www.gutenberg.org/ebooks/36020,2011
FIC_225,Nostromo: A Tale of the Seaboard,"Conrad, Joseph",https://www.gutenberg.org/ebooks/2021,2006
FIC_226,McTeague: A Story of San Francisco,"Norris, Frank",https://www.gutenberg.org/ebooks/165,2006
DRA_40,The Taming of the Shrew,"Shakespeare, William",https://www.gutenberg.org/ebooks/1107,1590
FIC_227,Sons and Lovers,"Lawrence, D. H. (David Herbert)",https://www.gutenberg.org/ebooks/217,2006
FIC_228,"The History of Don Quixote, Volume 2, Complete","Cervantes Saavedra, Miguel de",https://www.gutenberg.org/ebooks/5946,2004
FIC_229,Les misérables Tome I: Fantine,"Hugo, Victor",https://www.gutenberg.org/ebooks/17489,2006
BIO_28,Jesus the Christ: A Study of the Messiah and His Mission According to Holy; Scriptures Both Ancient and Modern,"Talmage, James E. (James Edward)",https://www.gutenberg.org/ebooks/22542,2007
FIC_230,The Sea-Wolf,"London, Jack",https://www.gutenberg.org/ebooks/1074,2010
FIC_231,Babbitt,"Lewis, Sinclair",https://www.gutenberg.org/ebooks/1156,2006
FIC_232,The Last Man,"Shelley, Mary Wollstonecraft",https://www.gutenberg.org/ebooks/18247,2006
FIC_233,The Wind in the Willows,"Grahame, Kenneth",https://www.gutenberg.org/ebooks/27805,2009
FIC_234,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",https://www.gutenberg.org/ebooks/41445,2012
BIO_29,Memoirs of General William T. Sherman — Complete,"Sherman, William T. (William Tecumseh)",https://www.gutenberg.org/ebooks/4361,2006
FIC_17,The Tenniel Illustrations for Carroll's Alice in Wonderland,"Tenniel, John",https://www.gutenberg.org/ebooks/114,2008
ECO_2,"Principles Of Political Economy: Abridged with Critical, Bibliographical, and Explanatory Notes, and a Sketch of the History of Political Economy","Mill, John Stuart",https://www.gutenberg.org/ebooks/30107,2009
ENG_41,All Things Considered,"Chesterton, G. K. (Gilbert Keith)",https://www.gutenberg.org/ebooks/11505,2004
POE_26,Le roman de la rose - Tome I,"Guillaume, de Lorris, active 1230",https://www.gutenberg.org/ebooks/16816,2005
DRA_41,The Merchant of Venice,"Shakespeare, William",https://www.gutenberg.org/ebooks/2243,1623
FIC_235,Là-bas,"Huysmans, J.-K. (Joris-Karl)",https://www.gutenberg.org/ebooks/14323,2004
ENG_42,The Way of the World,"Congreve, William",https://www.gutenberg.org/ebooks/1292,2015
FIC_236,The Forsyte Saga - Complete,"Galsworthy, John",https://www.gutenberg.org/ebooks/4397,2006
DRA_42,The Jew of Malta,"Marlowe, Christopher",https://www.gutenberg.org/ebooks/901,1997
FIC_18,The House on the Borderland,"Hodgson, William Hope",https://www.gutenberg.org/ebooks/10002,2003
DRA_43,Major Barbara,"Shaw, Bernard",https://www.gutenberg.org/ebooks/3790,2003
ENG_43,The Song of Roland,Unknown,https://www.gutenberg.org/ebooks/391,1996
DRA_44,Life Is a Dream,"Calderon de la Barca, Pedro",https://www.gutenberg.org/ebooks/2587,2006
FIC_237,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",https://www.gutenberg.org/ebooks/54,1993
FIC_238,The Wisdom of Father Brown,"Chesterton, G. K. (Gilbert Keith)",https://www.gutenberg.org/ebooks/223,1995
FIC_19,Astounding Stories of Super-Science January 1930,Unknown,https://www.gutenberg.org/ebooks/41481,2012
ENG_44,A First Spanish Reader,"Roessler, Erwin W. (Erwin William)",https://www.gutenberg.org/ebooks/15353,2005
HIS_22,"The Essays of ""George Eliot"": Complete","Eliot, George",https://www.gutenberg.org/ebooks/28289,2009
CLA_3,Phaedrus,Plato,https://www.gutenberg.org/ebooks/1636,1999
FIC_20,Pollyanna,"Porter, Eleanor H. (Eleanor Hodgman)",https://www.gutenberg.org/ebooks/1450,1998
FIC_239,The Good Soldier,"Ford, Ford Madox",https://www.gutenberg.org/ebooks/2775,2001
FIC_240,The Old Curiosity Shop,"Dickens, Charles",https://www.gutenberg.org/ebooks/700,2008
DRA_45,Man and Superman: A Comedy and a Philosophy,"Shaw, Bernard",https://www.gutenberg.org/ebooks/3328,2006
FRE_1,Madame Bovary,"Flaubert, Gustave",https://www.gutenberg.org/ebooks/14155,2004
FIC_21,The Princess and the Goblin,"MacDonald, George",https://www.gutenberg.org/ebooks/708,1996
POE_27,The Odyssey,Homer,https://www.gutenberg.org/ebooks/3160,2002
FIC_241,Stories from Tagore,"Tagore, Rabindranath",https://www.gutenberg.org/ebooks/33525,2010
ENG_45,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",Dante Alighieri,https://www.gutenberg.org/ebooks/8795,2004
FIC_242,The Second Jungle Book,"Kipling, Rudyard",https://www.gutenberg.org/ebooks/1937,1999
FIC_243,The Hound of the Baskervilles,"Doyle, Arthur Conan",https://www.gutenberg.org/ebooks/3070,2002
BIO_30,Plutarch: Lives of the noble Grecians and Romans,Plutarch,https://www.gutenberg.org/ebooks/674,1517
POE_28,The Iliad of Homer: Translated into English Blank Verse by William Cowper,Homer,https://www.gutenberg.org/ebooks/16452,2005
HIS_23,Fifty Famous Stories Retold,"Baldwin, James",https://www.gutenberg.org/ebooks/18442,2006
ENG_46,"""Everyman,"" with other interludes, including eight miracle plays",Unknown,https://www.gutenberg.org/ebooks/19481,2006
